,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Eleanor/020003a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Eleanor/020003b.xml,0,0,0,3,0,0,0,0,0,0,0,0,0
2,Eleanor/020004a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Eleanor/020004b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Eleanor/020005b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Eleanor/020006a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Eleanor/020006b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Eleanor/020006c.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Eleanor/020008a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Eleanor/020008b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Eleanor/020009a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Eleanor/020010a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Eleanor/020010b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Eleanor/020011a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Eleanor/020011b.xml,0,0,0,4,0,0,0,0,0,0,0,0,0
15,Eleanor/020012a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Eleanor/020014a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Eleanor/020015a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Eleanor/020015b.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
19,Eleanor/020016a.xml,0,0,0,0,0,0,0,1,0,0,0,0,0
20,Eleanor/020016b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Eleanor/020017a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Eleanor/020017b.xml,0,0,0,2,0,0,0,0,0,0,0,0,0
23,Eleanor/020018a.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Eleanor/020022b.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
25,Eleanor/020023a.xml,0,0,0,2,0,0,0,0,0,0,0,0,0
26,Eleanor/020023b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Eleanor/020024a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Eleanor/020024b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Eleanor/020026a.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
30,Eleanor/020026b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Eleanor/020027a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Eleanor/020028a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Eleanor/020028b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Eleanor/020029a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Eleanor/020030a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Eleanor/020030b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Eleanor/020100a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Eleanor/020100b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Eleanor/020102a.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
40,Eleanor/020102b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
