,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,David/020101.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
1,David/020122.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
2,David/020219.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
3,David/020721.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
4,David/020824.xml,0,0,0,2,0,0,0,0,0,0,0,0,0
5,David/030002.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
6,David/030325.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
7,David/030524.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
8,David/030811.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
9,David/031111.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
10,David/040028.xml,0,0,0,0,0,0,0,1,0,0,0,0,0
11,David/040203.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
