,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Rachel/020727.xml,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Rachel/020830.xml,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Rachel/020902.xml,0,1,0,0,16,12,0,3,0,0,6,0,0
3,Rachel/020916.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rachel/021100.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
5,Rachel/021127.xml,0,0,0,0,0,0,1,0,0,0,0,0,0
6,Rachel/030203.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
