,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Fraser/020001a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Fraser/020001b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Fraser/020002a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Fraser/020002b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Fraser/020003a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Fraser/020003b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Fraser/020005.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
7,Fraser/020006a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Fraser/020006b.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
9,Fraser/020006c.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Fraser/020008a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Fraser/020008b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Fraser/020009.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Fraser/020010a.xml,0,0,0,0,1,0,0,0,0,0,0,0,0
14,Fraser/020010b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Fraser/020012a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Fraser/020012b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Fraser/020013a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Fraser/020013b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Fraser/020015a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Fraser/020015b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Fraser/020016a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Fraser/020016b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Fraser/020018a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Fraser/020018b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Fraser/020019a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Fraser/020019b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Fraser/020020a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Fraser/020020b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Fraser/020021a.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
30,Fraser/020021b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Fraser/020023a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Fraser/020023b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Fraser/020024a.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Fraser/020024b.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Fraser/020026a.xml,0,0,0,0,0,0,0,0,1,0,0,0,0
