,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Stuart/030720.xml,0,0,0,0,0,0,0,5,0,0,0,0,0
1,Stuart/030826.xml,0,0,0,3,0,1,0,0,0,0,1,0,0
2,Stuart/031002.xml,0,0,0,0,0,0,0,1,0,0,0,0,0
3,Stuart/031014.xml,0,0,0,0,0,0,0,5,0,0,0,0,0
4,Stuart/031016.xml,0,0,0,1,0,0,0,2,0,0,0,0,0
5,Stuart/040106.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Stuart/040401.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Stuart/040404.xml,0,0,0,1,0,0,0,2,0,0,0,0,0
8,Stuart/040504.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
