,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Ruth/020005.xml,0,0,0,14,0,0,0,0,0,0,0,0,0
1,Ruth/020103.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Ruth/020110.xml,0,0,0,10,0,0,0,0,0,0,0,0,0
3,Ruth/020117.xml,0,0,0,12,0,0,0,0,0,0,0,0,0
4,Ruth/020124.xml,0,0,0,8,0,0,0,0,0,0,0,0,0
5,Ruth/020207.xml,0,0,0,6,0,0,0,0,0,0,0,0,0
6,Ruth/020214.xml,0,0,0,13,0,0,0,0,0,0,0,0,0
7,Ruth/020304.xml,0,0,0,18,0,0,0,0,0,0,0,0,0
8,Ruth/020306.xml,0,0,0,51,0,0,0,0,0,0,0,0,0
9,Ruth/020325.xml,0,0,0,62,0,0,0,0,0,0,0,0,0
10,Ruth/020401.xml,0,0,0,39,0,0,0,0,0,0,0,0,0
11,Ruth/020408.xml,0,0,0,29,0,0,0,0,0,0,0,0,0
12,Ruth/020415.xml,0,0,0,24,0,0,0,0,0,0,0,0,0
13,Ruth/020429.xml,0,0,0,14,0,0,0,0,0,0,0,0,0
14,Ruth/020506.xml,0,0,0,77,0,0,0,0,0,0,0,0,0
15,Ruth/020520.xml,0,0,0,42,0,0,0,0,0,0,0,0,0
16,Ruth/020527.xml,0,0,0,61,0,0,0,0,0,0,0,0,0
17,Ruth/020612.xml,0,0,0,34,0,0,0,0,0,0,0,0,0
18,Ruth/020619.xml,0,0,0,29,0,0,0,0,0,0,0,0,0
19,Ruth/020710.xml,0,0,0,15,0,0,0,0,0,0,0,0,0
20,Ruth/020717.xml,0,0,0,25,0,0,0,1,6,0,0,0,0
21,Ruth/020724.xml,0,0,0,24,0,0,0,0,0,0,0,0,0
22,Ruth/020807.xml,0,0,0,37,0,0,0,0,0,0,0,0,0
23,Ruth/020821.xml,0,0,0,43,0,0,0,0,0,0,0,0,0
24,Ruth/020902.xml,0,0,0,82,0,0,0,0,6,0,0,0,0
25,Ruth/020909.xml,0,0,0,21,0,0,0,0,0,0,0,0,0
26,Ruth/020923.xml,0,0,0,49,0,0,0,0,6,0,0,0,0
27,Ruth/021009.xml,0,0,0,51,0,0,0,0,8,0,0,0,0
28,Ruth/021023.xml,0,0,0,17,0,1,0,0,2,0,0,0,0
29,Ruth/021114.xml,0,0,0,12,0,0,0,0,1,0,0,0,0
30,Ruth/021121.xml,0,0,0,19,0,0,0,0,1,0,0,0,0
