,filename,error_I,error_he,error_she,error_me,error_him,error_her,error_us,error_them,error_my,error_his,error_herg,error_our,error_their
0,Aran/020002.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Aran/020009.xml,0,0,0,3,0,0,0,0,0,0,0,0,0
2,Aran/020100.xml,0,0,0,0,0,0,0,1,0,0,0,0,0
3,Aran/020107.xml,0,0,0,2,0,0,0,0,0,0,0,0,0
4,Aran/020121.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Aran/020128.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
6,Aran/020211.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Aran/020218.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
8,Aran/020225.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Aran/020302.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Aran/020315.xml,0,0,0,0,0,0,0,0,1,0,0,0,0
11,Aran/020413.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
12,Aran/020420.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Aran/020427.xml,0,0,0,1,0,0,0,0,0,0,0,0,0
14,Aran/020503.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Aran/020517.xml,0,0,0,0,0,0,1,0,0,0,0,0,0
16,Aran/020524.xml,0,6,0,0,0,0,0,0,0,0,0,0,0
17,Aran/020610.xml,0,0,0,0,0,0,0,1,0,0,0,0,0
18,Aran/020617.xml,0,1,0,0,0,0,0,0,0,0,0,0,0
19,Aran/020707.xml,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Aran/020714.xml,0,0,0,0,0,1,0,0,0,0,1,0,0
21,Aran/020721.xml,0,1,0,0,0,0,0,0,0,0,0,0,0
22,Aran/020728.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Aran/020812.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Aran/020819.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Aran/020902.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Aran/020925.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Aran/021000.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Aran/021007.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Aran/021021.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Aran/021028.xml,0,0,0,0,0,0,0,0,0,0,0,0,0
